,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,house_age,city_rank
5708,2014,387000,2,2.25,1230,1280,2.0,0,0,3,8,2012,0,98144,2,10.0
5709,2014,720000,4,2.5,2440,34290,2.0,0,0,3,9,1987,0,98053,27,5.0
5710,2014,1500000,4,3.5,4410,12426,2.0,0,2,3,12,1996,0,98006,18,3.0
5711,2014,235000,2,1.0,910,7617,1.0,0,0,3,6,1936,0,98125,78,10.0
5712,2014,368250,3,2.5,2150,7484,2.0,0,0,3,8,1988,0,98074,26,4.0
5713,2014,1100000,4,3.25,3190,11774,2.0,1,4,3,8,1956,1991,98178,58,10.0
5714,2015,215000,4,2.5,2130,4496,2.0,0,0,3,7,2004,0,98001,11,23.0
5715,2014,648000,4,2.5,2740,9959,2.0,0,0,3,9,1989,0,98029,25,8.0
5716,2014,705000,4,3.0,3150,9318,2.0,0,0,3,9,2001,0,98075,13,4.0
5717,2015,465000,3,2.25,1450,1540,2.0,0,0,3,8,2005,0,98107,10,10.0
5718,2014,650000,5,2.0,2400,3500,1.5,0,0,3,8,1911,0,98103,103,10.0
5719,2014,335000,4,2.25,2280,7500,1.0,0,0,4,7,1963,0,98198,51,10.0
5720,2015,640000,4,2.0,2310,31850,1.5,0,0,4,8,1984,0,98072,31,7.0
5721,2015,638250,4,2.5,2460,8029,2.0,0,0,3,9,1989,0,98074,26,4.0
5722,2014,1460000,4,3.5,4200,14353,2.0,0,2,3,12,1996,0,98040,18,2.0
5723,2015,375000,4,2.0,1620,4600,2.0,0,0,3,7,1909,0,98108,106,10.0
5724,2014,842000,4,1.75,2170,9525,1.0,0,0,3,8,1960,0,98040,54,2.0
5725,2014,499950,3,2.25,2880,7200,1.0,0,0,3,8,1970,0,98133,44,10.0
5726,2015,810000,4,2.5,3280,25211,2.0,0,3,3,11,1985,0,98074,30,4.0
5727,2015,310000,5,2.0,2900,11970,2.0,0,0,4,7,1969,0,98072,46,7.0
5728,2014,730000,3,2.5,2160,8809,1.0,0,0,3,9,2014,0,98103,0,10.0
5729,2014,637800,4,1.75,2250,4750,1.5,0,0,4,7,1924,0,98115,90,10.0
5730,2015,225000,3,1.0,1340,4800,1.5,0,0,4,5,1903,0,98055,112,19.0
5731,2014,417500,4,1.0,1390,10800,1.5,0,0,4,7,1941,0,98177,73,10.0
5732,2015,265000,4,2.0,1600,10160,1.0,0,0,4,7,1972,0,98022,43,21.0
5733,2014,550000,4,2.5,2050,8683,2.0,0,0,3,8,1987,0,98074,27,4.0
5734,2015,625700,3,2.0,2570,159865,1.0,0,0,5,7,1968,0,98024,47,9.0
5735,2014,595000,3,2.5,2660,10637,2.0,0,0,3,9,1991,0,98011,23,12.0
5736,2014,270000,3,1.5,1540,13475,1.0,0,0,4,7,1972,0,98059,42,19.0
5737,2014,739375,5,3.0,2640,3200,2.0,0,0,4,7,1906,0,98112,108,10.0
5738,2014,357562,2,1.75,1210,1032,2.0,0,0,3,8,2014,0,98029,0,8.0
5739,2014,1010000,4,2.5,3760,29224,2.0,0,0,3,11,1987,0,98052,27,5.0
5740,2014,455000,2,1.75,1350,4286,1.0,0,0,3,8,2004,0,98053,10,5.0
5741,2015,310000,5,2.25,2600,9600,1.0,0,2,4,8,1969,0,98023,46,24.0
5742,2014,415000,3,2.75,3900,111514,2.0,0,0,3,6,1967,2008,98024,47,9.0
5743,2014,452000,2,1.0,1340,8100,1.0,0,2,3,8,1950,0,98177,64,10.0
5744,2015,810000,3,2.0,1760,16928,1.0,0,0,3,7,1953,0,98004,62,3.0
5745,2014,730001,3,2.0,1840,4750,1.0,0,0,5,7,1951,0,98117,63,10.0
5746,2015,825000,3,2.25,2980,86636,1.0,0,0,3,9,1989,0,98053,26,5.0
5747,2014,665000,3,2.5,1730,3000,2.0,0,0,3,8,1996,0,98103,18,10.0
5748,2014,327500,4,1.75,1650,7800,1.0,0,0,3,8,1968,0,98058,46,19.0
5749,2014,699950,3,2.5,3370,36218,2.0,0,0,4,9,1988,0,98075,26,4.0
5750,2014,424000,3,2.5,2200,34680,2.0,0,0,3,9,1985,0,98092,29,23.0
5751,2014,657000,4,2.5,2180,3375,1.5,0,0,4,7,1926,0,98117,88,10.0
5752,2014,445000,3,1.75,1490,10844,1.0,0,0,3,7,1974,0,98008,40,3.0
5753,2014,450000,3,2.5,1530,762,2.0,0,0,3,8,2007,0,98119,7,10.0
5754,2014,350000,3,1.0,1180,7455,1.0,0,0,4,7,1964,0,98034,50,6.0
5755,2014,460000,4,2.5,2080,17532,2.0,0,0,3,9,1996,0,98059,18,19.0
5756,2014,385000,4,2.5,3200,22651,1.0,0,0,5,8,1970,0,98031,44,22.0
5757,2014,272000,4,2.25,1880,6160,2.0,0,0,3,7,1993,0,98023,21,24.0
5758,2015,535000,3,2.5,2510,5544,2.0,0,0,3,7,2001,0,98053,14,5.0
5759,2015,216500,2,1.0,1060,5200,1.0,0,0,3,6,1969,0,98042,46,22.0
5760,2015,325000,3,2.5,2130,12245,2.0,0,0,3,8,1989,0,98042,26,22.0
5761,2015,420200,3,1.75,1320,7280,1.0,0,0,3,7,1968,0,98034,47,6.0
5762,2014,258000,3,1.75,1040,5650,1.0,0,0,5,6,1951,0,98178,63,10.0
5763,2014,450000,3,2.0,1150,4500,1.5,0,0,3,7,1917,1991,98103,97,10.0
5764,2014,720168,4,2.25,2120,3794,2.0,0,0,4,7,1926,0,98117,88,10.0
5765,2014,652000,3,2.0,2130,5000,1.5,0,0,5,7,1925,0,98107,89,10.0
5766,2014,569500,4,2.5,2340,8248,2.0,0,0,3,8,1989,0,98074,25,4.0
5767,2015,411000,4,1.75,2250,292288,1.0,0,0,4,7,1963,0,98042,52,22.0
5768,2014,524950,3,1.75,1890,3825,1.0,0,0,3,7,1974,0,98117,40,10.0
5769,2015,153000,2,1.0,1140,10152,1.0,0,0,3,6,1942,0,98155,73,10.0
5770,2014,775000,3,2.5,2780,5467,2.0,0,2,3,9,2000,0,98126,14,10.0
5771,2015,338500,4,2.5,2390,6111,2.0,0,0,3,8,1997,0,98030,18,22.0
5772,2015,570000,3,1.75,2390,9000,1.0,0,0,3,8,1975,0,98052,40,5.0
5773,2014,653000,3,2.0,2680,8429,1.0,0,0,4,9,1950,1991,98038,64,20.0
5774,2014,435000,2,2.5,1560,1222,2.0,0,0,3,8,2008,0,98122,6,10.0
5775,2014,207000,2,1.0,1130,8160,1.0,0,0,4,6,1952,0,98168,62,10.0
5776,2014,540000,2,1.0,1120,7500,1.0,0,2,4,7,1971,0,98008,43,3.0
5777,2014,386000,4,2.25,2050,9583,2.0,0,2,3,8,1965,0,98198,49,10.0
5778,2014,265000,5,2.25,2600,8075,1.5,0,0,4,8,1969,0,98092,45,23.0
5779,2015,250000,3,2.25,1050,572,2.0,0,0,3,7,2006,0,98106,9,10.0
5780,2015,1700000,3,2.0,2600,6600,2.0,0,4,3,10,1970,2014,98122,45,10.0
5781,2014,455000,4,2.5,2811,7251,2.0,0,0,3,9,2009,0,98038,5,20.0
5782,2014,1800000,4,3.25,4060,13000,2.0,0,3,3,11,2000,0,98040,14,2.0
5783,2014,759000,3,2.0,2260,7200,1.0,0,3,3,7,1941,0,98144,73,10.0
5784,2015,970000,4,2.75,4430,74358,2.0,0,0,3,10,1990,0,98053,25,5.0
5785,2014,280000,1,0.0,600,24501,1.0,0,0,2,3,1950,0,98045,64,16.0
5786,2014,690000,3,2.25,2430,8327,1.0,0,0,4,9,1978,0,98006,36,3.0
5787,2014,789900,3,2.5,3420,25150,1.0,0,0,4,10,1987,0,98006,27,3.0
5788,2015,447500,2,1.0,1180,5100,1.5,0,0,3,7,1926,0,98103,89,10.0
5789,2014,440000,4,2.25,2010,7575,1.0,0,0,3,7,1974,0,98034,40,6.0
5790,2015,278000,3,2.0,1230,7789,1.0,0,0,3,7,1994,0,98042,21,22.0
5791,2014,980000,5,2.5,2750,6000,1.5,0,0,3,8,1904,1994,98103,110,10.0
5792,2014,245000,3,2.75,1300,14197,1.0,0,0,3,7,1996,0,98030,18,22.0
5793,2014,287000,3,1.5,1150,11475,1.0,0,0,3,7,1971,0,98045,43,16.0
5794,2014,435000,3,1.75,2220,132858,1.0,0,0,3,7,1988,0,98027,26,8.0
5795,2014,585000,3,2.5,2050,11690,2.0,0,0,4,9,1989,0,98059,25,19.0
5796,2014,616000,4,1.75,1700,5846,1.0,0,0,3,8,1957,0,98199,57,10.0
5797,2015,203000,3,1.75,1610,9000,1.0,0,0,4,7,1978,0,98092,37,23.0
5798,2015,860000,4,2.75,2720,3840,2.0,0,0,3,8,1920,2009,98107,95,10.0
5799,2015,833000,4,2.5,2190,12690,1.0,0,2,3,8,1973,0,98033,42,6.0
5800,2014,565000,4,2.75,2730,6856,2.0,0,0,3,8,2003,0,98072,11,7.0
5801,2015,572500,3,2.5,2490,7589,2.0,0,0,3,9,1991,0,98056,24,19.0
5802,2014,254000,4,2.0,1510,4235,1.0,0,0,3,7,1955,0,98108,59,10.0
5803,2015,1530000,4,4.25,4720,21000,3.0,0,4,5,11,1971,0,98177,44,10.0
5804,2015,900000,4,3.0,3810,217800,2.0,0,0,3,9,2003,0,98077,12,7.0
5805,2015,899000,3,2.5,1950,3730,2.0,0,0,3,9,1996,0,98033,19,6.0
5806,2015,560000,3,2.0,1300,6000,1.0,0,0,5,7,1943,0,98136,72,10.0
5807,2015,512500,3,1.75,1610,7200,1.0,0,0,3,7,1976,0,98007,39,3.0
5808,2015,775000,4,2.5,2040,5000,1.5,0,0,5,7,1924,0,98117,91,10.0
5809,2014,200000,2,1.0,700,4700,1.0,0,0,5,5,1953,0,98056,61,19.0
5810,2014,172000,3,1.0,970,4700,1.0,0,0,4,6,1943,0,98106,71,10.0
5811,2014,219900,3,1.0,910,6000,1.0,0,0,2,6,1956,0,98146,58,10.0
5812,2014,641200,3,1.0,1060,9123,1.0,0,0,3,7,1952,0,98004,62,3.0
5813,2014,473000,5,3.25,2180,7200,2.0,0,0,4,7,1982,0,98034,32,6.0
5814,2014,540000,3,1.75,2050,9580,1.0,0,0,3,8,1984,0,98074,30,4.0
5815,2015,295000,2,1.0,750,4500,1.0,0,0,3,6,1945,0,98122,70,10.0
5816,2014,370000,3,1.0,800,2296,1.0,0,0,4,6,1908,0,98103,106,10.0
5817,2014,1730000,4,2.25,3470,8000,1.5,0,1,3,9,1906,2002,98122,108,10.0
5818,2014,275000,3,1.5,1390,48257,1.0,0,0,3,6,1922,2013,98024,92,9.0
5819,2014,89000,3,1.0,900,4750,1.0,0,0,4,6,1969,0,98023,45,24.0
5820,2014,175000,2,1.75,1050,9800,1.5,0,0,4,6,1975,0,98019,39,17.0
5821,2015,490000,3,2.5,2410,11900,1.0,0,2,4,9,1989,0,98023,26,24.0
5822,2014,342400,3,2.25,1180,9630,2.0,0,0,3,7,1986,0,98028,28,14.0
5823,2014,345000,3,1.0,1140,4200,2.0,0,0,4,7,1904,0,98144,110,10.0
5824,2014,399000,2,1.0,700,3400,1.0,0,0,3,6,1946,0,98112,68,10.0
5825,2014,550000,4,2.5,2060,9719,1.0,0,0,4,8,1960,0,98006,54,3.0
5826,2014,652450,3,2.25,2230,11835,1.0,0,0,5,8,1974,0,98006,40,3.0
5827,2015,438000,2,2.25,1950,29347,1.0,0,0,3,8,1953,0,98133,62,10.0
5828,2015,605000,3,1.75,2100,5058,1.0,0,2,3,7,1941,0,98126,74,10.0
5829,2014,395000,4,2.5,2130,11733,1.0,0,0,5,7,1969,0,98059,45,19.0
5830,2014,449950,3,2.0,1880,3048,2.0,0,0,4,7,1902,0,98122,112,10.0
5831,2015,651100,4,2.5,2310,5526,2.0,0,0,3,9,2003,0,98074,12,4.0
5832,2015,241000,3,1.0,880,6050,1.0,0,0,3,6,1945,0,98178,70,10.0
5833,2014,3420000,5,5.0,5450,20412,2.0,0,0,3,11,2014,0,98039,0,1.0
5834,2014,268500,2,1.5,1290,1749,1.0,0,0,3,8,1969,0,98008,45,3.0
5835,2015,200000,2,1.0,1010,7200,1.0,0,0,3,6,1956,0,98166,59,10.0
5836,2014,400375,4,1.75,1690,7680,1.0,0,0,5,6,1946,0,98126,68,10.0
5837,2014,429000,2,1.75,1350,6315,1.0,0,0,3,8,2005,0,98053,9,5.0
5838,2014,230000,3,1.0,680,2400,1.0,0,0,4,6,1903,0,98144,111,10.0
5839,2015,1200000,4,2.25,2860,10702,2.0,0,0,3,10,1982,0,98004,33,3.0
5840,2015,314200,1,1.0,610,6000,1.0,0,0,4,5,1918,0,98117,97,10.0
5841,2015,513000,4,2.5,2660,8887,1.0,0,0,4,8,1967,0,98166,48,10.0
5842,2015,535000,2,1.0,1390,5346,1.0,0,0,5,7,1908,0,98118,107,10.0
5843,2015,420000,6,3.0,2290,6344,2.0,0,0,3,7,1980,0,98126,35,10.0
5844,2014,345950,3,2.5,2110,4118,2.0,0,0,3,8,1989,0,98042,25,22.0
5845,2014,483500,3,2.0,1200,2016,1.0,0,1,4,7,1931,0,98116,83,10.0
5846,2014,695000,4,2.25,2360,2500,2.0,0,3,3,8,2001,0,98117,13,10.0
5847,2014,295000,4,2.5,2350,8906,2.0,0,0,3,7,1993,0,98031,21,22.0
5848,2015,434975,3,2.25,1590,9960,1.0,0,0,3,7,1976,0,98155,39,10.0
5849,2014,513000,3,2.5,1810,4592,2.0,0,0,3,8,1992,0,98029,22,8.0
5850,2015,360000,3,1.75,1900,11407,1.0,0,0,3,8,1963,0,98155,52,10.0
5851,2015,234900,3,1.0,1250,8000,1.0,0,0,3,7,1956,0,98146,59,10.0
5852,2014,963000,4,3.5,3280,6603,2.0,0,0,3,10,2007,0,98027,7,8.0
5853,2014,595000,2,1.5,870,4800,1.0,0,0,3,7,1924,0,98119,90,10.0
5854,2014,942500,4,3.25,3570,14408,2.0,0,2,3,10,2006,0,98065,8,11.0
5855,2014,1030000,4,3.25,3780,11200,2.0,0,0,3,11,2002,0,98059,12,19.0
5856,2015,350000,3,1.0,1190,3600,1.5,0,0,3,6,1904,0,98144,111,10.0
5857,2014,416500,4,2.0,2280,39848,2.0,0,0,4,8,1991,0,98070,23,13.0
5858,2014,209900,3,1.0,1030,60720,1.5,0,0,3,5,1912,0,98042,102,22.0
5859,2014,802000,3,1.75,2870,5000,1.5,0,0,4,8,1907,0,98144,107,10.0
5860,2014,230000,4,1.5,1520,8800,1.0,0,0,4,7,1960,0,98002,54,23.0
5861,2014,489000,3,3.0,3700,10375,2.0,0,0,3,9,1982,0,98188,32,10.0
5862,2014,497000,3,1.5,2240,28750,1.0,0,0,3,8,1956,0,98034,58,6.0
5863,2014,250000,3,2.25,1920,7738,1.0,0,0,3,8,1965,0,98148,49,10.0
5864,2014,925000,3,3.0,2560,3600,2.0,0,0,3,10,1994,0,98119,20,10.0
5865,2014,390000,4,2.5,1840,15496,2.0,0,0,3,8,1991,0,98059,23,19.0
5866,2015,415000,3,2.75,2080,9600,1.0,0,0,3,7,1988,0,98028,27,14.0
5867,2015,785000,3,2.0,1600,9638,1.0,0,0,5,7,1952,0,98040,63,2.0
5868,2014,575000,3,2.0,2168,4000,1.5,0,0,3,8,1907,0,98105,107,10.0
5869,2015,170000,2,1.0,860,8636,1.0,0,0,3,6,1924,0,98146,91,10.0
5870,2014,750000,4,1.75,2100,3400,1.0,0,0,5,7,1915,0,98119,99,10.0
5871,2015,230000,3,1.0,1140,9639,1.0,0,0,4,7,1967,0,98001,48,23.0
5872,2015,855000,4,3.0,3090,35074,2.0,0,0,3,9,1978,0,98005,37,3.0
5873,2014,235000,3,1.0,1330,45738,2.0,0,0,2,6,1967,0,98058,47,19.0
5874,2014,335000,2,1.0,1360,69260,1.0,0,0,4,5,1937,0,98065,77,11.0
5875,2014,1200000,5,3.0,3420,18129,2.0,0,0,3,9,1952,2005,98040,62,2.0
5876,2015,677000,4,2.0,2180,6000,1.5,0,0,3,8,1927,0,98144,88,10.0
5877,2014,575000,3,2.0,1800,5000,2.0,0,0,5,7,1925,0,98136,89,10.0
5878,2015,450000,2,1.0,1120,4590,1.0,0,0,3,7,1924,0,98118,91,10.0
5879,2015,817250,3,2.5,2980,7202,2.0,0,0,3,8,1999,0,98033,16,6.0
5880,2014,440000,4,2.25,2600,28600,1.0,0,0,3,8,1968,0,98072,46,7.0
5881,2014,526000,2,2.0,1550,2400,1.5,0,0,4,7,1900,0,98103,114,10.0
5882,2014,762500,3,2.25,3330,15258,2.0,0,0,3,10,1986,0,98077,28,7.0
5883,2015,325000,4,2.5,2200,7719,2.0,0,0,3,8,2000,0,98030,15,22.0
5884,2014,840000,4,3.5,3840,85728,2.0,0,0,3,11,1998,0,98014,16,15.0
5885,2015,377500,2,1.0,840,4500,1.0,0,0,3,6,1939,0,98136,76,10.0
5886,2014,212500,3,1.5,1270,7128,1.0,0,0,4,6,1954,0,98198,60,10.0
5887,2014,749400,4,2.5,3240,20301,2.0,0,0,3,10,1985,0,98052,29,5.0
5888,2014,663000,3,2.5,2480,37843,1.5,1,3,4,8,1974,0,98070,40,13.0
5889,2014,1480000,3,2.25,4470,22518,2.0,0,2,3,9,1953,2004,98006,61,3.0
5890,2014,261000,3,1.0,1780,7800,1.0,0,0,3,7,1957,0,98178,57,10.0
5891,2015,515000,4,2.5,1850,9248,2.0,0,0,3,8,1997,0,98028,18,14.0
5892,2014,410000,3,2.25,2200,16921,2.0,0,0,3,8,1987,0,98038,27,20.0
5893,2014,336000,3,2.25,2760,10160,1.0,0,0,3,8,1969,0,98058,45,19.0
5894,2015,440000,2,1.0,1090,4128,1.0,0,0,3,7,1948,0,98115,67,10.0
5895,2015,908950,4,2.75,3090,6200,2.0,0,0,3,9,2014,0,98006,1,3.0
5896,2014,554000,2,1.0,820,3700,1.0,0,0,5,7,1968,0,98040,46,2.0
5897,2014,387000,3,2.25,1445,1606,2.0,0,0,3,7,2003,0,98027,11,8.0
5898,2015,268643,4,2.25,1810,9240,2.0,0,0,3,7,1961,0,98055,54,19.0
5899,2014,514000,3,1.75,1620,5000,1.0,0,0,3,7,1954,0,98117,60,10.0
5900,2014,420000,2,1.75,1060,4182,2.0,0,0,3,7,1977,0,98115,37,10.0
5901,2014,199000,3,1.75,1050,9871,1.0,0,0,5,7,1968,0,98042,46,22.0
5902,2015,225000,3,1.0,1010,15701,1.0,0,0,4,7,1949,0,98188,66,10.0
5903,2014,320000,4,2.5,2050,8424,2.0,0,0,4,8,1993,0,98022,21,21.0
5904,2014,204995,2,1.0,970,8185,1.0,0,0,5,6,1904,0,98031,110,22.0
5905,2014,376000,3,2.0,1540,1827,2.0,0,0,3,8,2005,0,98029,9,8.0
5906,2014,705000,4,2.75,3000,6222,2.0,0,0,3,9,2004,0,98029,10,8.0
5907,2014,725995,4,2.5,3190,7869,2.0,0,2,3,9,2001,0,98065,13,11.0
5908,2015,285000,4,2.5,1870,8190,1.0,0,0,3,7,1977,0,98058,38,19.0
5909,2014,285000,4,2.5,2200,9397,2.0,0,0,3,8,1987,0,98001,27,23.0
5910,2014,731000,4,2.5,3070,5936,2.0,0,0,3,9,2005,0,98075,9,4.0
5911,2015,1560000,4,3.75,3730,17000,2.0,0,3,4,10,1986,0,98040,29,2.0
5912,2014,510000,4,2.5,2440,10423,1.0,0,0,3,7,1955,1993,98034,59,6.0
5913,2014,620000,2,1.0,990,4332,1.0,0,0,3,7,1909,0,98103,105,10.0
5914,2015,1110000,3,4.0,4160,31796,2.0,0,0,3,11,1989,0,98053,26,5.0
5915,2014,796000,4,3.5,3670,4960,2.0,0,0,3,9,2005,0,98177,9,10.0
5916,2014,255000,3,1.5,910,25500,1.0,0,0,3,5,1943,0,98188,71,10.0
5917,2015,807000,3,2.5,1940,4000,2.0,0,0,4,9,2000,0,98199,15,10.0
5918,2014,315000,4,2.5,1780,6000,2.0,0,0,3,9,2000,0,98038,14,20.0
5919,2015,637000,3,2.25,2200,7355,2.0,0,0,4,8,1986,0,98052,29,5.0
5920,2014,2730000,4,4.25,6410,43838,2.5,0,2,4,12,1906,0,98144,108,10.0
5921,2014,490000,3,2.0,2070,10023,1.0,0,0,3,8,1981,0,98074,33,4.0
5922,2014,253000,3,1.75,2040,7281,1.0,0,0,3,7,1962,0,98188,52,10.0
5923,2014,325900,4,2.5,2320,6270,2.0,0,0,3,8,2004,0,98042,10,22.0
5924,2014,425000,2,2.0,1440,6677,1.0,0,0,3,7,1952,0,98118,62,10.0
5925,2014,215000,4,2.5,1700,6675,2.0,0,0,3,7,1997,0,98038,17,20.0
5926,2014,724800,3,2.0,2050,3933,1.0,0,0,3,8,1926,2001,98112,88,10.0
5927,2014,295000,2,1.0,800,6500,1.0,0,0,4,6,1953,0,98133,61,10.0
5928,2015,509007,3,1.75,1800,7620,1.0,0,0,3,8,1951,0,98177,64,10.0
5929,2015,306000,5,2.0,1460,169448,1.5,0,0,3,6,1910,0,98030,105,22.0
5930,2014,205000,3,1.75,1290,7210,1.0,0,0,3,7,1984,0,98023,30,24.0
5931,2014,275000,3,1.5,1900,9737,1.0,0,0,4,7,1968,0,98031,46,22.0
5932,2014,685000,3,1.75,1480,7000,1.0,0,2,3,8,1963,0,98122,51,10.0
5933,2015,465000,4,2.5,2090,12833,1.0,0,0,3,7,1969,0,98034,46,6.0
5934,2014,560000,4,2.25,1950,9800,1.0,0,0,3,8,1968,0,98033,46,6.0
5935,2015,458500,3,1.75,1250,9605,1.0,0,0,3,7,1964,0,98008,51,3.0
5936,2015,354000,3,1.0,990,7590,1.0,0,0,3,6,1959,0,98008,56,3.0
5937,2015,441000,3,2.5,2740,7923,2.0,0,0,3,9,1998,0,98058,17,19.0
5938,2014,194000,3,1.75,1260,10488,1.0,0,0,2,7,1952,0,98106,62,10.0
5939,2014,316500,4,2.5,2150,6807,2.0,0,0,4,8,1991,0,98031,23,22.0
5940,2014,524950,3,1.75,1750,3250,1.5,0,0,4,7,1929,0,98117,85,10.0
5941,2015,1050000,3,2.25,2880,6092,2.0,0,4,4,8,1983,0,98116,32,10.0
5942,2015,925000,4,2.25,2590,13894,2.0,0,0,4,9,1975,0,98005,40,3.0
5943,2014,780000,3,1.75,2430,4524,1.5,0,0,4,7,1924,0,98103,90,10.0
5944,2014,241000,2,2.0,1470,3128,2.0,0,0,3,6,2005,0,98038,9,20.0
5945,2014,519000,3,2.75,2020,10744,1.0,0,0,5,7,1954,0,98166,60,10.0
5946,2014,286000,2,1.0,610,4000,1.0,0,0,4,6,1918,0,98136,96,10.0
5947,2014,400000,3,2.0,3000,17800,1.0,0,0,3,8,1962,0,98125,52,10.0
5948,2014,255000,2,1.0,920,43560,1.0,0,0,4,5,1923,0,98024,91,9.0
5949,2015,152000,3,1.75,1070,7754,1.0,0,0,3,6,1953,0,98146,62,10.0
5950,2014,599000,4,2.0,3410,15143,2.0,0,0,4,8,1972,1987,98052,42,5.0
5951,2014,330000,4,2.5,1820,3905,2.0,0,0,3,7,2001,0,98019,13,17.0
5952,2014,461000,2,1.0,1060,7193,1.0,0,0,3,7,1926,0,98133,88,10.0
5953,2015,620000,5,2.5,3070,34991,2.0,0,0,3,9,1995,0,98059,20,19.0
5954,2014,352500,4,2.5,2300,219106,1.0,0,0,4,7,1958,0,98038,56,20.0
5955,2014,435000,3,2.0,1610,6911,1.0,0,0,3,7,1988,0,98034,26,6.0
5956,2014,725000,5,2.75,2830,5310,2.0,0,0,3,9,2006,0,98052,8,5.0
5957,2014,300000,3,1.0,970,12300,1.0,0,0,3,7,1982,0,98028,32,14.0
5958,2014,252000,3,2.5,1680,8284,2.0,0,0,3,7,1989,0,98038,25,20.0
5959,2014,464625,4,2.75,2040,8996,1.0,0,0,4,8,1974,0,98033,40,6.0
5960,2014,340000,3,1.0,1450,9586,2.0,0,0,3,7,1950,0,98155,64,10.0
5961,2014,1330000,4,2.25,2870,6280,1.5,0,0,4,9,1905,0,98112,109,10.0
5962,2015,455000,5,2.0,1870,13970,1.0,0,0,4,7,1969,0,98027,46,8.0
5963,2015,495000,4,3.5,2490,18042,2.0,0,0,3,8,2003,0,98070,12,13.0
5964,2015,925000,4,2.5,3350,4501,2.0,0,0,3,9,2002,0,98117,13,10.0
5965,2014,587000,4,2.75,3190,8737,2.0,0,0,3,9,2006,0,98065,8,11.0
5966,2014,524000,3,1.75,1560,5520,1.0,0,0,4,6,1944,0,98199,70,10.0
5967,2014,1030000,4,2.5,2750,4800,2.0,0,0,3,9,1905,2005,98103,109,10.0
5968,2014,176000,2,1.0,920,2332,1.0,0,0,4,8,1980,0,98198,34,10.0
5969,2014,249900,2,1.0,1140,5500,1.0,0,0,3,6,1947,0,98106,67,10.0
5970,2014,499500,3,2.5,2520,53143,1.5,0,0,3,7,1988,0,98019,26,17.0
5971,2014,600000,5,3.5,3150,10542,1.0,0,0,5,9,1974,0,98011,40,12.0
5972,2014,294000,4,2.5,2040,7800,2.0,0,0,3,7,2003,0,98168,11,10.0
5973,2015,272000,4,2.0,1780,19843,1.0,0,0,3,7,1963,0,98058,52,19.0
5974,2014,390000,3,2.5,2240,10800,2.0,0,0,3,8,1996,0,98028,18,14.0
5975,2015,700000,4,2.5,3270,9650,1.0,0,3,4,9,1971,0,98166,44,10.0
5976,2015,635000,5,2.75,3110,6621,2.0,0,0,3,9,2006,0,98065,9,11.0
5977,2015,920000,4,1.5,1850,3600,2.0,0,0,3,8,1929,0,98112,86,10.0
5978,2014,500000,3,1.75,1570,8530,1.0,0,0,4,7,1983,0,98033,31,6.0
5979,2014,263500,2,1.0,750,4515,1.0,0,0,3,6,1942,0,98106,72,10.0
5980,2015,975000,4,2.25,2240,9990,2.0,0,0,4,10,1967,0,98040,48,2.0
5981,2014,575000,3,2.5,1870,3485,2.0,0,0,3,8,2001,0,98029,13,8.0
5982,2014,822000,4,2.5,2683,40386,2.0,0,0,4,9,1987,0,98052,27,5.0
5983,2015,300000,3,1.0,1490,7200,1.0,0,0,3,7,1954,0,98125,61,10.0
5984,2015,487600,4,2.5,2340,12080,2.0,0,0,3,8,1999,0,98019,16,17.0
5985,2014,500000,4,2.0,1700,8640,1.0,0,0,3,7,1955,2010,98006,59,3.0
5986,2014,680000,2,2.0,1450,989,3.0,0,0,3,9,2014,0,98109,0,10.0
5987,2014,419000,3,2.5,3310,21096,2.0,0,2,3,9,2004,0,98023,10,24.0
5988,2014,450000,4,1.75,1520,5250,1.0,0,0,3,6,1949,0,98199,65,10.0
5989,2014,650000,5,1.75,1260,4500,1.5,0,0,3,7,1926,0,98119,88,10.0
5990,2014,550000,3,1.75,1840,8086,1.0,0,0,4,8,1964,0,98052,50,5.0
5991,2014,330000,4,2.0,1750,5202,1.0,0,1,4,6,1942,0,98108,72,10.0
5992,2015,282510,4,1.0,1450,32234,1.5,0,0,4,6,1932,0,98030,83,22.0
5993,2014,2390000,4,4.0,6330,13296,2.0,0,2,3,13,2000,0,98033,14,6.0
5994,2014,230000,2,2.0,1260,10200,1.0,0,0,3,7,1983,0,98003,31,24.0
5995,2014,750000,4,1.75,2100,6613,2.0,0,0,3,8,1909,2004,98116,105,10.0
5996,2014,321000,4,2.5,2430,5366,2.0,0,0,3,8,2002,0,98092,12,23.0
5997,2014,2200000,4,3.25,4250,18000,2.0,0,3,5,10,1980,0,98040,34,2.0
5998,2015,245000,4,2.0,1830,10416,1.0,0,0,3,7,1958,0,98146,57,10.0
5999,2014,510000,2,1.0,1310,4000,1.0,0,0,3,6,1913,0,98103,101,10.0
6000,2014,751000,4,3.25,3090,9571,2.0,0,0,3,9,2004,0,98052,10,5.0
6001,2014,675000,4,2.5,2560,36601,2.0,0,0,4,9,1987,0,98075,27,4.0
6002,2015,295000,3,1.75,1930,13350,1.0,0,0,3,8,1967,0,98023,48,24.0
6003,2014,312000,2,1.0,1460,6000,1.0,0,0,2,7,1925,0,98115,89,10.0
