,Unnamed: 0,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,house_age,city_rank,PC 1,PC 2,PC 3,Cluster
3116,3116,2015,215000,3,1.5,1410,8415,1.0,0,0,4,7,1982,0,98023,33,24.0,-325679.2831015046,-3376.7993994152694,-7466.046231653134,2
3117,3117,2014,589000,4,1.75,1920,4862,1.0,0,0,5,7,1919,0,98116,95,10.0,48265.56253479555,-10730.305675269688,-7672.971275322978,0
3118,3118,2015,325000,4,1.75,1370,9993,1.0,0,0,3,6,1918,0,98028,97,14.0,-215669.17837747358,-2917.234527019482,-7514.123273724923,2
3119,3119,2014,580000,3,2.5,1590,1937,2.5,0,0,3,8,2004,0,98116,10,10.0,39235.7364887762,-13564.428317536363,-7680.932509898417,0
3120,3120,2014,181100,4,1.75,1850,7500,1.0,0,0,3,7,1954,0,98198,60,10.0,-359586.0035868719,-3946.105789233845,-7446.8238143970875,2
3121,3121,2015,345000,3,2.0,1430,4200,1.0,0,0,4,7,1908,0,98199,107,10.0,-195729.0172134752,-8913.06667496101,-7547.716597405962,2
3122,3122,2015,781000,3,1.75,1940,8729,1.0,0,0,3,8,1960,0,98125,55,10.0,240294.66807872284,-8815.33431695092,-7749.618081973901,4
3123,3123,2014,402500,4,1.0,1270,3630,1.5,0,0,3,7,1903,0,98122,111,10.0,-138238.15479715035,-10067.939238020812,-7578.80746548016,2
3124,3124,2015,426000,3,1.5,1380,7200,1.0,0,0,3,7,1948,0,98106,67,10.0,-114702.92941276073,-6736.796536591177,-7573.114031615837,0
3125,3125,2014,389000,3,2.5,1720,4515,2.0,0,0,3,7,2005,0,98065,9,11.0,-151727.64882922266,-9044.662037490203,-7563.6332143107875,2
3126,3126,2014,670000,6,3.0,4050,36171,2.0,0,0,4,8,1970,0,98027,44,8.0,129583.19936808315,19758.381598612174,-7553.618665504255,0
3127,3127,2014,1510000,4,3.25,3660,5800,2.5,0,0,3,10,1909,1995,98112,105,10.0,969229.3339503632,-19150.823296592604,-8132.089205536734,3
3128,3128,2014,288400,3,2.25,1870,3230,2.0,0,0,3,7,1997,0,98056,17,19.0,-252335.08199960247,-9306.56337965907,-7513.750351350717,2
3129,3129,2015,700000,4,2.0,2230,4635,1.5,0,0,5,7,1908,0,98103,107,10.0,159257.88761952732,-12084.979017871661,-7718.202437482958,4
3130,3130,2015,830000,4,3.0,2020,6000,1.0,0,0,3,8,1968,2015,98199,47,10.0,289264.742903928,-12042.201546921797,-7782.86768130306,4
3131,3131,2014,1900000,2,2.75,3690,32044,2.0,1,4,3,12,1989,0,98166,25,10.0,1359475.0564689639,3126.990890393567,-8206.260663332507,3
3132,3132,2014,350500,2,1.0,1450,6380,1.0,0,0,3,7,1967,0,98115,47,10.0,-190207.11233689744,-6789.10399656562,-7529.404867629486,2
3133,3133,2015,431000,3,1.75,1630,9000,1.0,0,0,4,7,1956,0,98166,59,10.0,-109684.45911105967,-4987.185944794286,-7557.390283825618,0
3134,3134,2014,485000,3,2.5,1840,8250,1.0,0,1,3,8,1958,0,98177,56,10.0,-55694.591679487174,-6285.5786140007585,-7586.884089212447,0
3135,3135,2014,780000,3,1.5,1620,7500,1.0,0,2,4,8,1949,0,98117,65,10.0,239281.6750121496,-10034.923926654654,-7743.114680297699,4
3136,3136,2014,720000,2,1.5,1840,9000,1.0,0,2,3,8,1957,0,98136,57,10.0,179300.50514968942,-7924.556404629511,-7703.212506888361,4
3137,3137,2015,415000,3,1.0,1360,73616,1.0,0,0,3,7,1971,0,98072,44,7.0,-125027.34319665603,59786.598322005506,-7251.040439152434,2
3138,3138,2014,480000,4,1.0,2080,5500,1.0,0,0,3,7,1941,0,98117,73,10.0,-60721.85204205777,-8983.998826220415,-7591.851986187836,0
3139,3139,2014,452250,4,2.25,2550,10000,1.0,0,0,4,7,1979,0,98028,35,14.0,-88423.81059104517,-4201.042679207462,-7553.814225519452,0
3140,3140,2015,316000,3,2.5,2550,8170,2.0,0,0,3,8,1985,0,98023,30,24.0,-224685.14650485094,-4645.85773574197,-7490.5720381126675,2
3141,3141,2014,700000,2,1.0,1160,17635,1.0,1,4,3,6,1945,0,98178,69,10.0,159388.14353573736,911.5138532842725,-7651.359336455497,4
3142,3142,2014,285000,4,2.0,1760,5500,1.0,0,1,3,7,1925,2004,98118,89,10.0,-255711.73836339515,-7002.568123689371,-7491.964882149676,2
3143,3143,2014,575000,3,1.75,1720,4050,1.0,0,0,5,7,1906,0,98115,108,10.0,34257.71713239699,-11400.538860064713,-7644.315237638648,0
3144,3144,2014,590000,3,2.25,2300,12430,1.0,0,2,4,8,1960,0,98166,54,10.0,49343.10667951083,-3172.1715015692344,-7610.201055028598,0
3145,3145,2015,587500,4,1.75,2500,20868,1.0,0,2,3,8,1956,0,98166,59,10.0,46929.35197215102,5291.173280760628,-7568.503484473046,0
3146,3146,2014,364000,4,2.25,1750,10270,1.5,0,0,4,8,1968,0,98155,46,10.0,-176667.7630161344,-3035.9363741328834,-7503.334048615218,2
3147,3147,2014,490000,3,2.5,1890,10190,2.0,0,0,3,8,1986,0,98074,28,4.0,-50675.04595301412,-4396.4530215537225,-7567.339738917795,0
3148,3148,2014,410000,3,2.25,1800,36704,1.0,0,0,4,8,1978,0,98027,36,8.0,-130401.45974107178,22928.855665378775,-7404.166120545731,2
3149,3149,2014,520000,3,2.5,2160,4297,2.0,0,0,3,9,1999,0,98029,15,8.0,-20736.064576691995,-10593.384431670955,-7606.61369569966,0
3150,3150,2014,389000,3,1.0,1380,6591,1.0,0,0,4,7,1947,0,98133,67,10.0,-151707.13485035763,-6969.751631127742,-7530.728889158101,2
3151,3151,2014,450000,2,1.0,1180,6000,1.0,0,0,3,7,1910,0,98119,104,10.0,-90716.74382182992,-8181.307430239142,-7564.96558010554,0
3152,3152,2014,325000,3,2.5,2550,4240,2.0,0,0,3,7,2006,0,98031,8,22.0,-215725.56367266533,-8667.147422329122,-7501.148560130575,2
3153,3153,2015,660000,2,1.0,1070,5000,1.0,0,0,3,7,1924,0,98103,91,10.0,119261.7063064295,-11316.300047035866,-7676.783851866238,0
3154,3154,2014,850000,3,2.25,2870,8170,2.0,0,0,3,10,1995,0,98136,19,10.0,309286.9546898135,-10073.617287803563,-7751.843523016587,4
3155,3155,2014,285000,3,2.5,1940,9874,2.0,0,0,3,7,1990,0,98042,24,22.0,-255667.23818210184,-2628.3850780863986,-7454.347691845847,2
3156,3156,2014,395000,2,1.0,870,3121,1.0,0,0,4,7,1923,0,98107,91,10.0,-145743.61426890898,-10501.781618162631,-7545.93434726567,2
3157,3157,2014,440000,3,2.0,1550,2401,2.0,0,0,3,7,1996,0,98103,18,10.0,-100752.13709438108,-11677.538055595056,-7568.466494191964,0
3158,3158,2015,249000,3,1.75,1400,5648,1.5,0,0,5,6,1917,0,98056,98,19.0,-291709.21713680687,-6489.477674659899,-7454.471539904769,2
3159,3159,2015,635000,3,1.75,1210,4400,1.5,0,0,4,8,1930,0,98105,85,10.0,94257.18917559973,-11661.807654858387,-7659.957302217195,0
3160,3160,2014,515000,3,2.5,3430,48993,2.0,0,0,3,9,2001,0,98001,13,23.0,-25279.291163684662,34153.56783104906,-7383.350956644825,0
3161,3161,2015,1400000,3,3.25,3020,6073,2.0,0,0,4,9,1954,0,98112,61,10.0,859236.588888024,-17761.252017061935,-8038.811502629719,3
3162,3162,2015,200000,2,1.0,950,8100,1.0,0,0,3,6,1955,0,98166,60,10.0,-340682.4717245464,-3540.6462017386402,-7415.755363878722,2
3163,3163,2014,1140000,4,2.75,3370,8103,1.0,0,3,3,9,1970,2014,98136,44,10.0,599271.9754261916,-13087.554029604667,-7895.041798113557,4
3164,3164,2014,445000,4,1.0,1460,4600,1.0,0,2,3,6,1946,0,98126,68,10.0,-95730.20898672176,-9529.767044520808,-7554.495332276401,0
3165,3165,2014,555000,3,1.5,1740,4200,1.5,0,0,4,7,1920,0,98117,94,10.0,14260.353215358258,-11047.287457425597,-7611.155577494794,0
3166,3166,2014,537000,4,2.0,1720,6413,1.0,0,0,4,7,1950,0,98116,64,10.0,-3716.229473551919,-8651.500920761488,-7590.748991397701,0
3167,3167,2015,315000,3,1.75,1480,7500,1.0,0,0,4,7,1968,0,98055,47,19.0,-225693.76739446976,-5308.374373922531,-7470.763740939811,2
3168,3168,2015,805000,5,2.5,3320,7266,2.0,0,0,3,9,2000,0,98075,15,4.0,264280.9618991268,-10519.066847995831,-7716.707694302687,4
3169,3169,2014,414000,4,2.5,3490,9030,1.5,0,0,4,8,1969,0,98023,45,24.0,-126679.96779379013,-4780.00047860372,-7504.3933714980385,2
3170,3170,2014,375000,2,1.5,1160,1648,2.0,0,0,3,7,2002,0,98144,12,10.0,-165757.00363587655,-11770.734083410289,-7526.9021559486955,2
3171,3171,2015,401000,4,1.75,3010,12523,1.0,0,0,3,8,1952,0,98125,63,10.0,-139644.6150001133,-1156.2661479986077,-7481.807920401767,2
3172,3172,2015,210000,3,1.0,1030,4583,1.0,0,0,3,7,1967,0,98198,48,10.0,-330718.60549917945,-7158.929685635746,-7426.637008655394,2
3173,3173,2014,365000,2,1.0,980,5110,1.0,0,0,4,7,1939,0,98115,75,10.0,-175721.5986734907,-8207.753143371217,-7503.800486593609,2
3174,3174,2015,178000,5,1.5,1990,18200,1.0,0,0,3,7,1960,0,98178,55,10.0,-362576.8165440409,6784.806441409501,-7341.7218634994515,2
3175,3175,2014,710000,2,1.0,1790,4000,1.0,0,0,4,7,1923,0,98112,91,10.0,169250.15031366335,-12822.872780306945,-7682.153945269062,4
3176,3176,2014,255000,2,1.0,810,7980,1.0,0,0,1,6,1928,0,98146,86,10.0,-285686.8623699446,-4220.15117106034,-7431.453038293479,2
3177,3177,2014,528000,5,2.25,2940,38009,1.0,0,0,3,8,1977,0,98077,37,7.0,-12392.473805125934,23036.849119370356,-7425.428167943146,0
3178,3178,2015,537000,4,4.25,4883,26040,2.0,0,3,3,10,2006,0,98092,9,23.0,-3511.1937581963707,10981.846696194425,-7475.336603204504,0
3179,3179,2014,442000,4,1.5,1360,6110,1.0,0,0,3,7,1955,0,98116,59,10.0,-98714.87024537337,-7989.6775950529745,-7531.456837095559,0
3180,3180,2015,375000,3,1.75,1370,19550,1.0,0,0,3,7,1978,2006,98014,37,15.0,-165574.40175321017,6130.508824883404,-7437.990832830715,2
3181,3181,2014,637250,4,2.5,2120,3220,2.0,0,0,3,9,2005,0,98052,9,5.0,96496.68354083464,-12862.483125580535,-7640.444153898574,0
3182,3182,2015,427500,3,1.75,1240,7200,1.0,0,0,5,7,1942,0,98136,73,10.0,-113203.22827449423,-6752.655771980758,-7516.50877656838,0
3183,3183,2015,700000,4,2.5,2770,89298,2.0,0,0,3,8,2004,0,98053,11,5.0,160119.34543798346,72573.58328655956,-7274.914327557984,4
3184,3184,2015,680000,3,1.75,1660,5750,1.0,0,0,4,7,1909,0,98116,106,10.0,139269.3119070559,-10768.37570715326,-7650.204706704666,0
3185,3185,2014,393820,2,2.0,1170,8251,1.0,0,0,3,7,1941,0,98115,73,10.0,-146870.8721390752,-5359.52554377635,-7491.559813937732,2
3186,3186,2014,525000,4,2.75,2470,7200,1.0,0,0,5,7,1940,0,98108,74,10.0,-15706.26626855824,-7740.836072264203,-7557.72096505274,0
3187,3187,2015,505000,2,1.75,1310,3816,1.0,0,0,2,7,1929,0,98117,86,10.0,-35741.6281929472,-10924.123668905217,-7566.843534773682,0
3188,3188,2014,555565,3,2.0,1670,11337,1.0,0,1,4,7,1959,0,98033,55,6.0,14897.749906356057,-3916.7549995312356,-7556.06885933448,0
3189,3189,2014,650000,3,1.75,1660,10819,1.0,0,0,4,7,1942,0,98177,72,10.0,109322.43275544007,-5394.7670883027495,-7606.442834745508,0
3190,3190,2014,632500,5,3.25,3500,7254,2.0,0,0,3,8,2005,0,98065,9,11.0,91790.36138308226,-8777.154565786388,-7604.602974093204,0
3191,3191,2014,269000,3,2.5,1440,3800,2.0,0,0,3,7,2005,0,98038,9,20.0,-271728.9793222596,-8540.71549200292,-7439.935222524996,2
3192,3192,2014,405000,4,2.75,2360,7716,1.0,0,0,3,7,1978,0,98034,36,6.0,-135694.81423336288,-6005.272270597857,-7487.5910187027675,2
3193,3193,2014,845000,3,3.5,3460,15745,2.0,0,0,3,10,1986,0,98077,28,7.0,304365.2641506836,-2447.0210662422046,-7673.118619329486,4
3194,3194,2014,234000,3,1.0,1750,8820,1.0,0,0,4,7,1961,0,98032,53,22.0,-306675.5473207831,-3164.5086347571796,-7394.6147243386,2
3195,3195,2015,638000,4,1.75,1470,4236,1.5,0,0,4,7,1946,0,98107,69,10.0,97255.83528287496,-11855.82743064247,-7625.109949545349,0
3196,3196,2014,290000,3,1.75,1710,10950,1.0,0,0,3,7,1967,0,98045,47,16.0,-250656.95318726613,-1604.0314316903546,-7412.059465967731,2
3197,3197,2015,262000,1,0.75,520,12981,1.0,0,0,5,3,1920,0,98022,95,21.0,-278636.9052624437,708.5834369679154,-7392.495959998001,2
3198,3198,2015,270000,4,2.5,2350,5835,2.0,0,0,3,8,2003,0,98042,12,22.0,-270706.75032565073,-6513.838966340683,-7420.236901706305,2
3199,3199,2014,875000,4,2.25,2380,4876,2.0,0,0,4,9,1948,0,98117,66,10.0,334251.3041804375,-13622.938928645426,-7737.047536173328,4
3200,3200,2014,299000,3,2.25,1920,7840,2.0,0,0,4,8,1982,0,98032,32,22.0,-241688.6714997362,-4804.825331086276,-7425.995435090543,2
3201,3201,2015,551000,3,1.0,1580,6000,1.0,0,0,5,7,1947,0,98027,68,8.0,10278.598001628496,-9207.27897389855,-7565.497366294387,0
3202,3202,2014,350000,3,2.75,3070,5280,2.0,0,1,3,7,1950,1986,98166,64,10.0,-190715.1164178157,-7880.423138443842,-7460.91873835491,2
3203,3203,2014,1900000,3,2.5,2660,13367,2.0,0,2,3,10,1992,0,98004,22,3.0,1359283.458290462,-15551.595001922782,-8224.017638043106,3
3204,3204,2014,511718,2,1.75,1700,5000,1.0,0,0,3,6,1915,0,98117,99,10.0,-29011.26073464829,-9807.626320551046,-7546.25921665051,0
3205,3205,2014,965000,4,3.25,5010,49222,2.0,0,0,5,9,1978,0,98027,36,8.0,424701.84005841974,29811.63381471274,-7563.682843505242,4
3206,3206,2014,475000,4,2.25,2680,4673,2.0,0,0,3,7,1999,0,98011,15,12.0,-65728.90560290686,-9758.95178310917,-7522.339249633839,0
3207,3207,2015,1060000,4,2.75,2720,4000,1.5,0,2,5,8,1928,0,98117,87,10.0,519233.138933923,-16378.739251542886,-7827.471368723083,4
3208,3208,2014,252000,2,1.0,940,15450,1.0,0,0,4,6,1926,0,98070,88,13.0,-288610.5366347208,3280.040076794399,-7363.213788629178,2
3209,3209,2015,580000,6,2.5,3596,13700,1.0,0,0,5,8,1964,0,98166,51,10.0,39358.85092185522,-1797.7515095975543,-7528.623487401655,0
3210,3210,2014,374950,2,2.25,1240,1172,2.0,0,0,3,8,2008,0,98144,6,10.0,-165811.6799195295,-12246.183676733406,-7488.6952564959665,2
3211,3211,2014,739000,5,4.0,4660,9900,2.0,0,2,4,9,1979,0,98056,35,19.0,198313.6213314433,-7211.250370811143,-7621.739452811835,4
3212,3212,2014,271000,4,1.75,1710,7200,1.0,0,0,5,7,1975,0,98031,39,22.0,-269694.0464496219,-5160.710380503969,-7403.331629941097,2
3213,3213,2014,230000,2,1.0,930,7550,1.0,0,0,3,6,1986,0,98168,28,10.0,-310689.6720824088,-4395.860192623094,-7382.838642025551,2
3214,3214,2015,210000,3,2.25,1430,9150,1.0,0,0,3,7,1984,0,98023,31,24.0,-330671.4656880727,-2591.4196413361096,-7362.010053990371,2
3215,3215,2015,350000,3,2.75,1650,5700,2.0,0,0,4,7,1988,0,98166,27,10.0,-190713.60783775517,-7463.879038453038,-7448.354413893028,2
3216,3216,2015,491500,3,2.25,1560,12000,1.0,0,0,4,7,1968,0,98034,47,6.0,-49157.27636043284,-2602.9309964698127,-7492.306631168551,0
3217,3217,2014,325000,3,2.5,1870,9825,1.0,0,0,4,7,1994,0,98045,20,16.0,-215669.96241258451,-3084.4619793563616,-7413.591603223613,2
3218,3218,2014,190000,3,2.0,1320,7625,1.0,0,0,3,7,1987,0,98038,27,20.0,-350686.0902365283,-3913.2948673954097,-7355.083289327292,2
3219,3219,2015,658600,4,2.0,1400,4690,1.5,0,0,4,7,1945,0,98117,70,10.0,117859.23973559338,-11611.550788171824,-7610.013500359935,0
3220,3220,2015,299950,3,1.5,1940,8951,1.0,0,0,3,7,1958,0,98168,57,10.0,-240727.3871267108,-3703.6220743738418,-7401.377968370737,2
3221,3221,2015,464000,5,2.0,2000,3000,1.5,0,0,3,6,1931,0,98122,84,10.0,-76746.51013809524,-11321.761755960584,-7512.350423417021,0
3222,3222,2014,308000,3,1.0,1640,18144,1.5,0,0,3,6,1942,0,98168,72,10.0,-232584.9072857739,5406.2076886618,-7362.8746141921365,2
3223,3223,2015,625000,3,1.0,1020,7650,1.0,0,0,3,6,1919,0,98033,96,6.0,84290.45102210547,-8311.106375492292,-7576.768293350407,0
3224,3224,2015,240000,3,1.75,1630,9450,1.0,0,0,4,7,1977,0,98032,38,22.0,-300669.66048174206,-2595.9711183462414,-7365.333962920275,2
3225,3225,2015,530000,4,2.5,2940,35996,2.0,0,0,3,9,1995,0,98042,20,22.0,-10413.017233438119,21003.43599240939,-7387.626831384441,0
3226,3226,2014,1000000,5,4.5,2120,8944,2.0,1,4,5,8,1939,1963,98006,75,3.0,459285.81651498843,-10826.719147598284,-7761.017360775606,4
3227,3227,2014,439000,1,1.0,790,2400,1.0,0,0,3,7,1918,0,98122,96,10.0,-101753.39526600101,-11670.54530119341,-7501.381365791556,0
3228,3228,2015,575000,4,1.75,2020,6200,1.0,0,0,4,6,1948,0,98133,67,10.0,34280.13483200604,-9250.34087490072,-7548.122890218689,0
3229,3229,2014,418000,3,1.75,1530,7238,1.0,0,0,3,7,1959,0,98155,55,10.0,-122701.80516344492,-6617.598450452048,-7463.130889831073,2
3230,3230,2015,1210000,4,3.75,3250,10949,2.0,0,0,4,9,1930,1989,98004,85,3.0,669296.9875358646,-10953.913301136692,-7851.852287522276,3
3231,3231,2014,1100000,4,3.75,2930,3200,1.5,0,0,5,9,1925,0,98119,89,10.0,559223.2551844394,-17584.913966792137,-7826.949863262898,4
3232,3232,2015,1900000,3,3.75,3150,8550,2.0,0,0,3,10,2007,0,98112,8,10.0,1359235.3721885206,-20367.241860701266,-8214.887127975919,3
3233,3233,2014,580000,3,2.5,2180,40278,2.0,0,0,3,9,1985,0,98072,29,7.0,39626.508634348844,24774.988772518584,-7389.267384424072,0
3234,3234,2015,380000,2,1.0,1040,7372,1.0,0,0,5,7,1939,0,98126,76,10.0,-160699.2746460354,-6098.521030723123,-7439.982218520341,2
3235,3235,2014,256000,3,1.0,880,5375,1.0,0,0,4,5,1924,0,98055,90,19.0,-284713.24119809415,-6835.233190957418,-7384.57557078423,2
3236,3236,2014,349950,3,1.0,1400,7066,1.0,0,0,3,8,1957,0,98125,57,10.0,-190750.15032447776,-6098.157912878989,-7422.223319620524,2
3237,3237,2014,691500,4,2.5,2600,7200,2.0,0,0,3,7,1962,2002,98115,52,10.0,150785.38805198664,-9433.407778500072,-7596.112563221722,0
3238,3238,2014,556000,3,1.75,1590,2500,1.5,0,0,4,7,1908,0,98105,106,10.0,15242.792510368778,-12758.03976820671,-7547.110964520884,0
3239,3239,2014,218000,3,2.25,1610,7084,1.0,0,0,4,8,1968,0,98023,46,24.0,-322692.5630339757,-4738.289204518407,-7349.8469638598035,2
3240,3240,2014,425000,4,2.0,1390,4500,1.5,0,0,5,7,1908,0,98108,106,10.0,-115730.24688225049,-9426.965519270372,-7468.96535604914,0
3241,3241,2014,935000,3,3.25,3710,38509,2.0,0,0,3,10,1998,0,98014,16,15.0,394592.2929596863,19400.985774615066,-7566.6500658033165,4
3242,3242,2014,732000,4,1.75,2360,11300,1.0,0,0,4,9,1974,0,98006,40,3.0,191324.20430662946,-5745.8962924608195,-7590.645302024412,4
3243,3243,2015,805500,3,1.0,1440,10330,1.0,0,0,4,7,1952,0,98004,63,3.0,264808.814151614,-7465.2455875160895,-7636.167846933921,4
3244,3244,2015,507250,3,1.75,1400,5750,1.0,0,2,3,6,1915,0,98126,100,10.0,-33471.90751348439,-9013.167707451421,-7501.814045832979,0
3245,3245,2014,800000,4,2.5,4600,67369,2.0,0,0,3,10,1990,0,98053,24,5.0,259894.37468130293,49633.601600781454,-7357.0400333504995,4
3246,3246,2014,600000,3,2.25,2100,8276,2.0,0,1,4,8,1979,0,98008,35,3.0,59300.051825004906,-7428.483376323132,-7533.1825862522155,0
3247,3247,2015,627800,4,1.75,2010,12044,1.0,0,0,3,9,1982,0,98074,33,4.0,87136.70861405112,-3943.567127844639,-7529.757767627151,0
3248,3248,2014,660000,2,2.25,2550,6000,2.0,0,0,5,7,1902,0,98115,112,10.0,119274.50965364468,-10313.213694506863,-7570.87586589465,0
3249,3249,2014,153503,2,2.5,1240,3649,2.0,0,0,3,7,1986,0,98003,28,24.0,-387221.6810249777,-7518.3508996220735,-7323.684413107958,2
3250,3250,2015,456500,3,2.25,2090,9163,1.0,0,0,3,7,1975,0,98034,40,6.0,-84183.29942110699,-5082.818305157053,-7450.835260778099,0
3251,3251,2014,1310000,5,2.5,2770,8100,2.0,0,0,3,9,2002,0,98004,12,3.0,769261.5927964012,-14820.474482962647,-7893.906364683512,3
3252,3252,2014,843500,3,2.5,3560,11448,2.0,0,0,3,11,1997,0,98052,17,5.0,302821.8740347185,-6728.515813876614,-7632.520241234139,4
3253,3253,2014,625000,3,1.0,1240,4080,1.0,0,0,3,7,1925,0,98103,89,10.0,84254.56612057204,-11880.488481116217,-7562.119404547821,0
3254,3254,2014,527000,2,1.75,1640,4080,1.0,0,0,3,7,1921,0,98105,93,10.0,-13739.507798224893,-10883.290176520704,-7508.627861435973,0
3255,3255,2015,1970000,5,3.75,3940,13738,1.5,0,3,4,9,1951,0,98004,64,3.0,1429285.766383439,-15889.350240462485,-8201.149649898563,3
3256,3256,2015,1000000,5,2.5,3150,50094,2.0,0,0,4,9,1969,0,98005,46,3.0,459705.5984443443,30323.03629742324,-7534.873228552111,4
3257,3257,2015,855000,4,3.0,2550,5300,2.0,0,0,3,8,1908,2013,98117,107,10.0,314257.2840906417,-12995.584209869896,-7669.842705520632,4
3258,3258,2014,725000,4,3.25,3940,27591,2.0,0,3,3,9,2000,0,98059,14,19.0,184492.93173395764,10618.955124581757,-7489.732576778931,4
3259,3259,2014,315000,1,1.0,580,7200,1.0,0,0,3,6,2000,0,98126,14,10.0,-225698.35253794733,-5610.969332104965,-7383.958770746099,2
3260,3260,2014,180000,3,1.75,1330,16000,1.0,0,0,3,7,1978,0,98001,36,23.0,-360600.3994452665,4562.653201581911,-7269.615325731168,2
3261,3261,2015,700000,2,1.0,930,5000,1.0,0,3,3,7,1926,2013,98136,89,10.0,159259.6580170652,-11723.840050148394,-7593.860654846411,4
3262,3262,2014,476500,3,1.0,1060,8625,2.0,0,0,4,7,1962,1997,98033,52,6.0,-64191.35730430447,-5826.724283414911,-7459.840673922634,0
3263,3263,2014,193000,3,1.5,1180,9048,1.0,0,0,3,7,1960,0,98148,54,10.0,-347672.01294738706,-2521.450185476605,-7305.796985611792,2
3264,3264,2014,295000,4,2.5,1850,6663,2.0,0,0,3,7,1990,0,98030,24,22.0,-245700.51385579476,-5941.54842143265,-7365.588103438772,2
3265,3265,2014,363000,2,1.0,820,4880,1.0,0,0,4,6,1925,0,98136,89,10.0,-177724.06789195002,-8418.22110805599,-7412.5345254009735,2
3266,3266,2015,875000,4,2.5,3600,21794,2.0,0,0,4,11,1990,0,98077,25,7.0,334425.42429229326,3296.6208307145484,-7587.418538763882,4
3267,3267,2014,257200,3,2.0,1850,8250,1.0,0,0,4,7,1952,0,98002,62,23.0,-283482.36787882354,-3970.4022322136116,-7335.825104183909,2
3268,3268,2014,555000,3,2.0,2240,11250,1.0,0,0,3,8,1968,0,98008,46,3.0,14332.932982861723,-3996.985079424613,-7473.699096564732,0
3269,3269,2014,380000,3,2.25,1860,15559,2.0,0,0,4,7,1963,0,98022,51,21.0,-160614.60949225738,2089.7931705743704,-7363.99429913106,2
3270,3270,2014,282000,4,2.75,2390,7330,2.0,0,0,3,7,1989,0,98023,25,24.0,-258692.09176028054,-5141.154902636481,-7347.478438377988,2
3271,3271,2014,545000,4,2.5,2040,6034,2.0,0,0,3,7,1990,0,98115,24,10.0,4280.102421310949,-9111.503545239199,-7490.1713452727845,0
3272,3272,2014,550000,3,1.5,1900,5000,1.5,0,0,3,7,1926,0,98115,88,10.0,9269.081047510943,-10196.612965651044,-7497.211186246166,0
3273,3273,2015,885000,3,1.5,2200,2880,2.0,0,0,5,7,1904,0,98112,111,10.0,344230.20278637466,-15721.243455916467,-7678.209625043716,4
3274,3274,2014,820000,4,2.25,2280,6660,1.5,0,2,3,8,1940,1984,98119,74,10.0,279272.50294194475,-11280.605236736066,-7629.545161842489,4
3275,3275,2014,289000,3,1.0,1090,7315,1.0,0,0,5,6,1981,0,98056,33,19.0,-251694.8954805133,-5230.496024273695,-7351.797048696147,2
3276,3276,2015,334000,1,1.0,670,5750,1.0,0,0,3,7,1942,2011,98116,73,10.0,-206713.65796824763,-7253.9583143697855,-7386.895437416869,2
3277,3277,2014,206000,3,1.0,1050,5233,1.0,0,0,5,5,1906,0,98010,108,18.0,-334711.701214984,-6468.71581855454,-7316.619582181506,2
3278,3278,2014,491950,3,2.25,2090,10733,1.0,0,0,3,7,1958,0,98115,56,10.0,-48719.22001771421,-3873.435170264513,-7434.064380979193,0
3279,3279,2014,430000,3,2.5,2030,7770,2.0,0,0,3,8,2003,0,98024,11,9.0,-110696.13621329179,-6206.61290244108,-7414.674107317592,0
3280,3280,2014,208000,3,2.0,1250,7995,1.0,0,0,4,7,1980,0,98042,34,22.0,-332683.3833065535,-3726.7556805046484,-7301.035549805949,2
3281,3281,2014,245000,4,2.25,2600,6390,1.0,0,0,3,8,1978,0,98023,36,24.0,-295699.29987812816,-5704.506570014637,-7320.718422221726,2
3282,3282,2015,426000,2,1.0,640,2500,1.0,0,0,4,6,1918,0,98117,97,10.0,-114751.92343475959,-11439.013683999035,-7439.838147207808,0
3283,3283,2014,400000,3,2.5,2120,3742,2.0,0,0,3,7,2006,0,98059,8,19.0,-140735.31675351723,-9929.186525996643,-7413.139879121213,2
3284,3284,2015,553000,3,1.0,1330,5100,1.0,0,0,3,7,1942,0,98115,73,10.0,12268.943434586234,-10128.553150523243,-7488.737776554963,0
3285,3285,2015,296000,2,1.0,750,4680,1.0,0,0,3,5,1948,0,98117,67,10.0,-244722.64221288604,-7937.366832254229,-7358.994190449534,2
3286,3286,2015,428000,3,2.5,2230,32660,1.0,0,0,4,8,1977,0,98042,38,22.0,-112442.70297680529,18702.545714102136,-7292.118341009888,0
3287,3287,2014,325000,4,2.5,1890,6156,1.0,0,0,3,7,1980,0,98106,34,10.0,-215707.1857676325,-6753.506270610888,-7360.297338689067,2
3288,3288,2014,294000,2,1.0,820,6366,1.0,0,0,5,6,1952,0,98133,62,10.0,-246705.27561040377,-6230.99158548648,-7346.94580888679,2
3289,3289,2015,410000,3,1.75,1880,8424,1.0,0,0,4,7,1977,0,98059,38,19.0,-130688.6820695018,-5349.759663808941,-7392.022937806777,2
3290,3290,2014,590000,4,4.25,2360,57514,2.0,0,0,4,8,1939,1987,98003,75,24.0,49801.77429602997,41908.31994427577,-7261.717507884118,0
3291,3291,2014,445000,3,2.25,1850,4050,2.0,0,0,4,7,1985,0,98029,29,8.0,-95735.05489011516,-10079.348975645788,-7428.251215762975,0
