,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,SoldAge,RenovatedAge,city_rank
3704,385100.0,3,1.0,1060,8040,1.0,0,0,4,6,1060,0,65,2014,10.0
3705,230000.0,2,1.0,720,5913,1.0,0,0,3,6,720,0,94,2014,10.0
3706,286000.0,3,2.75,1100,750,2.0,0,0,3,7,780,320,6,2014,10.0
3707,201700.0,3,1.0,1010,9576,1.0,0,0,4,7,1010,0,48,2015,23.0
3708,1350000.0,4,4.75,5230,89298,2.5,0,0,3,11,5230,0,13,2015,20.0
3709,525000.0,4,1.75,2420,7672,1.0,0,0,3,8,1480,940,35,2014,8.0
3710,361000.0,3,1.5,1200,7236,1.0,0,0,3,7,1200,0,40,2015,12.0
3711,530000.0,3,1.5,1950,1963,3.0,0,0,3,8,1950,0,12,2014,10.0
3712,455000.0,3,2.25,1870,7403,1.0,0,0,3,7,1870,0,64,2014,10.0
3713,421000.0,4,2.25,1310,8400,1.0,0,0,4,7,1310,0,48,2014,6.0
3714,640000.0,4,2.0,1520,6200,1.5,0,0,3,7,1520,0,69,2014,10.0
3715,240000.0,3,1.0,1270,12733,1.0,0,0,3,7,1270,0,60,2015,10.0
3716,360000.0,2,1.0,840,7414,1.0,0,0,4,6,840,0,86,2014,6.0
3717,157340.0,2,1.0,900,23000,1.0,0,0,2,7,900,0,62,2015,22.0
3718,1240000.0,4,3.0,3010,6139,2.0,0,4,5,8,2560,450,65,43,10.0
3719,250000.0,3,1.0,1050,6874,1.0,0,0,3,6,1050,0,60,2014,10.0
3720,735000.0,6,2.75,3360,84506,1.0,0,0,5,7,2040,1320,53,2015,5.0
3721,884900.0,7,4.75,5370,10800,1.5,0,0,3,8,5370,0,48,2015,2.0
3722,775000.0,3,3.5,2690,104544,2.0,0,0,3,8,2690,0,66,24,7.0
3723,463000.0,3,1.75,1710,7320,1.0,0,0,3,7,1710,0,66,2014,10.0
3724,579000.0,3,2.5,1640,1269,3.0,0,0,3,8,1640,0,5,2014,10.0
3725,570000.0,6,3.75,4000,6015,2.0,0,2,3,10,3080,920,10,2014,19.0
3726,1060000.0,5,4.5,4140,7924,2.0,0,0,3,10,4140,0,10,2015,4.0
3727,375000.0,4,2.75,3140,24800,1.0,0,0,4,8,2080,1060,43,2014,22.0
3728,422000.0,2,1.75,1320,2609,1.0,0,0,4,7,920,400,76,2014,10.0
3729,866500.0,4,3.5,3080,4945,2.0,0,0,3,9,2010,1070,1,2015,10.0
3730,705000.0,3,2.5,2500,10359,2.0,0,0,3,10,2500,0,29,2015,4.0
3731,470000.0,4,2.5,2520,9684,2.0,0,0,3,8,2520,0,20,2014,16.0
3732,360000.0,3,1.25,2350,6200,1.0,0,0,4,7,1320,1030,48,2014,3.0
3733,795000.0,4,2.5,2570,13450,1.0,0,4,3,8,1510,1060,67,2015,10.0
3734,800000.0,4,2.5,3100,7807,2.0,0,0,3,9,3100,0,12,2015,6.0
3735,2450000.0,4,3.5,4730,13586,1.5,0,0,5,10,4270,460,79,2014,10.0
3736,277284.0,3,1.75,1030,4800,1.0,0,0,3,6,930,100,88,2015,10.0
3737,460000.0,2,1.0,1020,4002,1.0,0,0,5,7,1020,0,62,2015,10.0
3738,898888.0,3,2.5,2080,3729,2.0,0,0,3,9,2080,0,19,2015,6.0
3739,211000.0,3,1.0,1410,47916,1.0,0,0,3,7,1410,0,33,2014,17.0
3740,222000.0,2,2.0,1360,3300,2.0,0,0,3,6,1360,0,10,2014,20.0
3741,672000.0,3,2.5,2620,21587,2.0,0,0,3,7,2620,0,22,2014,5.0
3742,778000.0,3,2.25,2260,33080,1.0,0,0,5,9,1690,570,40,2014,3.0
3743,312500.0,3,1.75,1490,9493,1.0,0,0,4,8,1490,0,39,2015,19.0
3744,650000.0,4,2.5,2530,6500,1.5,0,0,3,8,1720,810,39,2014,10.0
3745,740000.0,6,2.25,3140,10250,1.0,0,0,4,8,1570,1570,55,2014,3.0
3746,320000.0,3,2.0,1820,17600,1.0,0,0,5,7,1820,0,42,2014,19.0
3747,455000.0,4,2.5,1770,13168,2.0,0,0,3,7,1770,0,25,2015,17.0
3748,2450000.0,5,4.0,4430,9000,2.0,0,0,3,10,4430,0,1,2014,3.0
3749,500000.0,3,3.25,1490,902,3.0,0,0,3,8,1220,270,13,2014,10.0
3750,325000.0,3,1.75,1790,27427,1.0,0,0,3,7,1130,660,36,2014,11.0
3751,416000.0,3,2.5,1710,1296,3.0,0,0,3,8,1510,200,10,2014,10.0
3752,495000.0,4,2.25,2070,20280,2.0,0,0,4,7,2070,0,47,2015,7.0
3753,549000.0,2,1.0,1140,5400,1.0,0,0,5,7,1140,0,106,2014,10.0
3754,589000.0,5,2.0,3930,10150,1.5,0,0,4,8,3070,860,46,2014,3.0
3755,194820.0,3,1.5,1100,32700,1.0,0,0,3,7,1100,0,47,2014,23.0
3756,405000.0,3,2.5,2260,5500,1.5,0,0,3,7,1280,980,104,2014,10.0
3757,625000.0,3,2.5,2260,5500,1.5,0,0,3,7,1280,980,105,2015,10.0
3758,205000.0,3,1.0,1130,7014,1.0,0,0,3,7,1130,0,60,2014,10.0
3759,345100.0,3,3.75,1950,8625,1.0,0,0,3,8,1360,590,55,2014,10.0
3760,200000.0,3,1.0,960,7500,1.0,0,0,3,6,960,0,61,2014,10.0
3761,1910000.0,4,3.5,4210,18564,2.0,0,0,3,11,4210,0,14,2015,1.0
3762,524500.0,3,1.5,3430,264844,1.0,0,2,3,7,2230,1200,26,2014,16.0
3763,598600.0,4,2.75,3470,212639,2.0,0,0,3,7,2070,1400,21,2014,17.0
3764,367777.0,5,3.0,2140,5937,1.0,0,0,3,7,1280,860,36,2014,10.0
3765,750000.0,3,2.75,2520,5401,1.0,0,0,4,7,1360,1160,68,2014,10.0
3766,575000.0,5,2.25,3550,7992,2.0,0,0,3,8,3550,0,46,2014,6.0
3767,84000.0,2,1.0,700,20130,1.0,0,0,3,6,700,0,66,2015,10.0
3768,255000.0,2,1.0,740,5000,1.0,0,0,4,6,740,0,88,2014,10.0
3769,1740000.0,4,3.75,3300,4545,1.5,0,4,3,10,2600,700,88,15,10.0
3770,415000.0,3,2.25,1640,5880,1.0,0,0,3,7,1240,400,38,2015,10.0
3771,449900.0,3,2.5,2780,8225,2.0,0,1,3,9,2780,0,25,2015,10.0
3772,220000.0,5,1.5,1830,94960,1.5,0,0,3,7,1830,0,85,2014,22.0
3773,899000.0,4,2.5,3540,9349,2.0,0,0,3,10,3540,0,12,2015,5.0
3774,430000.0,3,2.5,1440,7320,1.0,0,0,5,7,1440,0,60,2014,10.0
3775,472500.0,4,2.5,2960,223462,2.0,0,0,3,10,2960,0,14,2015,22.0
3776,680000.0,6,2.5,3180,9375,1.0,0,0,4,8,1590,1590,47,2014,3.0
3777,1650000.0,5,4.0,3310,8400,2.0,0,0,3,10,3310,0,15,2015,6.0
3778,810000.0,3,2.0,2390,8025,2.0,0,0,5,7,2390,0,93,2014,10.0
3779,605000.0,3,2.5,2460,138085,2.0,0,0,4,9,2460,0,38,2015,8.0
3780,522000.0,3,1.75,1630,15600,1.0,0,0,3,7,1630,0,56,2014,6.0
3781,759000.0,5,2.75,3490,8230,2.0,0,0,3,10,3490,0,10,2015,4.0
3782,411000.0,4,2.75,2500,5257,2.0,0,0,3,8,2500,0,48,2014,10.0
3783,286950.0,4,2.5,2080,9846,1.0,0,0,3,7,1240,840,31,2015,23.0
3784,440000.0,3,1.5,1290,1286,3.0,0,0,3,7,1290,0,14,2014,10.0
3785,149000.0,3,1.0,1700,8645,1.0,0,0,3,6,1700,0,59,2014,10.0
3786,284700.0,3,1.0,1700,8645,1.0,0,0,3,6,1700,0,59,2014,10.0
3787,374950.0,3,2.5,2540,11562,1.0,0,1,3,8,1290,1250,50,2014,14.0
3788,816000.0,3,1.5,1180,8545,1.0,0,0,3,8,1180,0,62,2014,3.0
3789,533250.0,4,1.75,1520,15398,1.0,0,0,4,7,1370,150,54,2014,8.0
3790,689800.0,3,2.75,2390,9313,1.0,0,0,5,8,1390,1000,72,2014,10.0
3791,775000.0,4,2.75,2740,6200,1.5,0,3,4,8,1820,920,67,2014,10.0
3792,702000.0,3,2.5,2190,8528,1.0,0,0,3,8,1760,430,24,2015,6.0
3793,160000.0,3,1.0,1350,8700,1.5,0,0,3,6,1350,0,72,2014,10.0
3794,255500.0,3,1.0,1350,8700,1.5,0,0,3,6,1350,0,73,2015,10.0
3795,949000.0,4,2.75,2980,42253,1.0,0,0,4,9,1860,1120,41,2014,3.0
3796,169500.0,2,1.0,790,7450,1.0,0,0,4,6,790,0,70,2014,19.0
3797,586000.0,4,2.25,2130,9000,2.0,0,0,4,8,2130,0,49,2014,3.0
3798,680000.0,4,2.5,2700,37431,1.0,0,0,4,8,1600,1100,37,2015,7.0
3799,851500.0,3,2.0,3200,18184,1.0,0,0,5,8,2000,1200,37,2014,3.0
3800,582500.0,2,1.5,1159,4800,1.0,0,0,3,7,1159,0,66,2014,10.0
3801,637000.0,4,3.5,3080,118918,2.0,0,0,3,9,3080,0,6,2014,17.0
3802,225000.0,3,1.0,1000,9295,1.0,0,0,3,7,1000,0,60,2015,10.0
3803,795000.0,3,3.25,2260,3727,2.0,0,0,3,8,1880,380,11,2014,10.0
3804,304999.0,4,2.25,2270,9600,1.0,0,0,3,7,1290,980,38,2014,24.0
3805,95000.0,1,0.75,760,5746,1.0,0,0,4,5,760,0,100,2015,23.0
3806,240000.0,4,1.75,1420,5382,1.0,0,0,5,5,1040,380,72,2014,19.0
3807,772000.0,4,2.5,2500,8680,1.0,0,0,4,7,1250,1250,56,2014,3.0
3808,245000.0,2,1.5,1450,6258,1.0,0,0,4,8,1450,0,31,2014,10.0
3809,430000.0,5,3.0,2500,5750,1.0,0,0,3,8,1430,1070,15,2014,10.0
3810,799000.0,3,1.5,2210,6300,1.5,0,0,5,8,2210,0,98,2014,10.0
3811,880000.0,5,2.75,3020,9187,2.0,0,0,3,9,3020,0,8,2015,6.0
3812,750000.0,4,2.5,3290,7538,2.0,0,0,3,9,3290,0,10,2014,4.0
3813,2890000.0,4,4.0,5780,7173,2.0,0,0,3,11,4130,1650,6,2014,10.0
3814,532000.0,3,2.5,1820,4910,2.0,0,0,3,8,1820,0,21,2014,8.0
3815,525000.0,4,2.75,2500,10330,1.0,0,0,4,8,1380,1120,36,2014,10.0
3816,239000.0,2,1.0,1210,9375,1.0,0,1,4,7,1210,0,62,2014,10.0
3817,460000.0,2,1.5,1090,4000,1.0,0,0,3,8,970,120,63,2014,10.0
3818,540000.0,4,2.25,1330,8400,1.5,0,0,3,8,1330,0,52,2014,3.0
3819,475000.0,2,1.0,890,4590,1.0,0,0,3,7,890,0,91,2014,10.0
3820,445000.0,3,1.75,1360,4998,1.0,0,0,3,8,1360,0,47,1,10.0
3821,1580000.0,5,3.75,4220,9240,2.0,0,2,5,11,3420,800,23,2014,2.0
3822,549950.0,4,2.5,3780,6800,2.0,0,0,3,8,3780,0,11,2015,20.0
3823,294950.0,4,2.0,2610,14321,1.5,0,0,4,6,1690,920,74,2014,10.0
3824,736000.0,3,2.5,1980,2975,3.0,0,2,3,8,1980,0,21,2014,10.0
3825,214946.0,3,1.75,1290,8688,1.0,0,0,4,7,1290,0,35,2015,22.0
3826,856000.0,5,3.25,3620,5500,2.0,0,2,3,9,3620,0,11,2014,8.0
3827,775000.0,2,2.5,2680,7392,1.0,0,0,3,9,2680,0,10,2014,5.0
3828,205000.0,3,1.75,1200,8631,1.0,0,0,3,7,1200,0,56,2015,10.0
3829,429592.0,2,2.75,1992,10946,1.5,1,4,5,6,1288,704,111,2014,13.0
3830,414250.0,4,1.75,1640,13566,1.0,0,0,4,7,1120,520,38,2015,7.0
3831,399950.0,4,2.75,1920,4400,1.0,0,0,4,6,960,960,109,2015,10.0
3832,319990.0,3,2.25,1840,7326,1.0,0,0,5,7,1370,470,35,2014,22.0
3833,524000.0,3,1.5,1310,9471,1.0,0,0,4,8,1310,0,45,2015,5.0
3834,349950.0,2,1.0,1050,6317,1.5,0,0,4,7,1050,0,102,2015,17.0
3835,889000.0,4,2.5,2570,4480,1.5,0,0,4,8,1580,990,87,2014,10.0
3836,300000.0,3,1.0,930,5160,1.5,0,0,5,6,930,0,95,2014,10.0
3837,395000.0,1,1.0,730,3000,1.0,0,0,3,7,730,0,103,2014,10.0
3838,348000.0,2,2.5,1270,1242,3.0,0,0,3,7,1270,0,7,2015,10.0
3839,830000.0,2,1.0,1150,6000,1.0,0,1,4,7,710,440,94,2015,6.0
3840,173000.0,2,1.0,820,10450,1.0,0,0,4,7,820,0,49,2014,19.0
3841,585000.0,4,1.75,3000,42200,1.0,0,3,3,7,1500,1500,64,2014,19.0
3842,576750.0,3,2.0,2220,5000,1.0,0,0,4,7,1110,1110,49,2015,10.0
3843,495000.0,5,3.25,2500,7620,1.0,0,3,3,7,1250,1250,53,2015,10.0
3844,216650.0,3,3.5,1540,1427,2.0,0,0,3,7,1360,180,7,2014,10.0
3845,615000.0,4,2.75,2750,15450,1.0,0,0,3,8,1800,950,37,2015,10.0
3846,675000.0,4,2.5,3130,12463,1.0,0,0,4,8,1620,1510,36,2014,3.0
3847,510000.0,3,2.0,1430,9250,1.0,0,0,4,8,990,440,32,2015,5.0
3848,630000.0,3,2.5,2680,327135,2.0,0,0,3,8,2680,0,19,2014,18.0
3849,359950.0,4,2.5,3010,5701,2.0,0,0,3,8,3010,0,11,2014,22.0
3850,265000.0,3,1.5,1530,7500,1.5,0,0,3,7,1530,0,28,2014,20.0
3851,210000.0,3,1.0,1240,4842,1.0,0,0,4,6,1240,0,98,2014,10.0
3852,367000.0,3,2.5,2260,93218,1.0,0,2,4,6,2260,0,17,2015,21.0
3853,1080000.0,4,2.25,2820,5000,1.5,0,2,4,9,1800,1020,89,2015,10.0
3854,756000.0,3,2.5,3560,8297,1.0,0,2,4,8,1650,1910,67,2015,10.0
3855,203000.0,3,2.25,1630,9145,1.0,0,0,3,7,1630,0,54,2014,10.0
3856,535000.0,4,2.5,2880,23994,2.0,0,3,3,9,2880,0,13,2015,21.0
3857,525000.0,3,3.25,2200,7440,2.0,0,0,4,7,1710,490,68,2015,10.0
3858,347500.0,3,1.75,1620,7500,1.0,0,0,3,7,1220,400,34,2015,19.0
3859,620000.0,3,1.75,1480,2185,2.5,0,0,3,9,1480,0,9,2014,6.0
3860,645000.0,4,2.5,2250,10696,2.0,0,0,3,8,2250,0,19,2015,3.0
3861,2200000.0,4,3.0,3540,11098,2.0,0,0,3,10,3000,540,74,2014,10.0
3862,280000.0,3,2.0,1790,42399,1.0,0,0,4,7,1790,0,24,2014,23.0
3863,432000.0,3,2.0,1400,6380,1.0,0,0,4,7,700,700,91,2015,10.0
3864,790000.0,3,1.5,2390,4452,2.0,0,1,3,9,1790,600,85,2014,10.0
3865,635000.0,4,1.75,2400,10050,1.0,0,0,5,8,2400,0,58,2015,3.0
3866,442000.0,3,1.5,2050,6384,1.0,0,0,3,7,1350,700,56,2014,10.0
3867,490000.0,4,3.0,2640,5267,2.0,0,0,3,7,2640,0,14,2015,11.0
3868,250000.0,5,1.75,2320,7700,1.0,0,0,5,7,1290,1030,52,2014,23.0
3869,1330000.0,4,2.5,2440,3600,2.5,0,0,4,8,2440,0,112,2014,10.0
3870,120000.0,3,1.0,1260,7500,1.0,0,0,3,6,1260,0,60,2014,10.0
3871,2950000.0,5,4.75,6240,47480,1.0,0,3,3,11,4610,1630,11,2014,2.0
3872,325000.0,4,2.5,1930,8458,2.0,0,0,3,7,1930,0,21,2014,20.0
3873,210000.0,4,1.75,1200,7680,1.0,0,0,3,7,1200,0,46,2014,23.0
3874,215000.0,1,1.0,970,7639,1.0,0,0,4,5,570,400,95,2015,10.0
3875,387000.0,3,1.75,1810,10800,1.0,0,0,5,8,1210,600,46,2014,19.0
3876,408000.0,3,1.0,1380,7015,1.5,0,0,4,7,1380,0,89,2014,10.0
3877,410000.0,3,1.0,1470,6500,1.0,0,0,4,7,1470,0,61,2014,10.0
3878,216000.0,3,1.0,1010,7920,1.0,0,0,3,6,1010,0,89,2014,10.0
3879,390000.0,3,1.0,1010,7920,1.0,0,0,3,6,1010,0,90,2015,10.0
3880,357000.0,3,1.5,1340,11744,1.0,0,0,2,7,1340,0,64,2014,10.0
3881,215000.0,3,1.0,970,7275,1.0,0,0,4,7,970,0,44,2014,22.0
3882,265000.0,3,1.0,1122,6554,1.5,0,0,3,5,1122,0,115,2015,10.0
3883,589950.0,3,2.75,1670,1350,3.0,0,0,3,9,1350,320,0,2014,10.0
3884,440000.0,3,1.75,2840,16851,1.0,0,3,3,8,1600,1240,65,2015,10.0
3885,248000.0,2,1.0,770,8600,1.0,0,0,4,4,770,0,101,2015,8.0
3886,730000.0,3,2.25,2040,130680,2.0,0,0,3,9,2040,0,37,2014,7.0
3887,425000.0,4,2.5,3052,12145,2.0,0,0,3,8,3052,0,11,2015,24.0
3888,680000.0,3,2.5,2620,14248,2.0,0,0,4,8,1830,790,37,2014,3.0
3889,341500.0,5,2.25,3120,10400,2.0,0,0,3,8,3120,0,35,2015,24.0
3890,395000.0,2,1.0,1100,3975,1.0,0,0,3,7,900,200,65,2015,10.0
3891,1230000.0,4,2.75,3410,95396,1.5,0,0,4,10,3410,0,52,2014,3.0
3892,695500.0,5,2.75,2510,9180,1.0,0,1,4,8,1600,910,39,2014,5.0
3893,308000.0,3,1.75,1680,8629,1.0,0,0,3,8,1200,480,37,2014,10.0
3894,422500.0,3,2.0,1960,6450,1.0,0,0,4,7,1000,960,38,2015,20.0
3895,418000.0,2,1.0,1040,6900,1.0,0,0,4,7,1040,0,100,2015,10.0
3896,385000.0,5,1.5,1750,9780,1.5,0,0,4,7,1750,0,53,2014,14.0
3897,876650.0,3,3.25,2170,12508,1.5,0,0,5,9,1650,520,86,44,2.0
3898,450000.0,3,2.5,1639,2710,2.0,0,0,3,8,1479,160,11,2014,10.0
3899,418800.0,4,2.25,2100,9984,1.0,0,0,4,7,1290,810,41,2014,14.0
3900,330000.0,2,1.0,880,1753,2.0,0,0,4,7,880,0,69,2014,10.0
3901,550000.0,3,1.75,1940,8376,1.0,0,0,4,8,1290,650,52,2015,3.0
3902,270000.0,4,2.5,2490,11650,1.0,0,0,3,7,1390,1100,24,2014,10.0
3903,978500.0,3,2.25,2060,7080,2.0,0,0,3,9,1800,260,75,2015,10.0
3904,975000.0,4,2.5,2720,10455,2.0,0,2,3,10,2500,220,33,2014,3.0
3905,455000.0,3,2.25,2180,6850,1.0,0,0,3,7,1750,430,41,2014,6.0
3906,1420000.0,4,3.25,3600,38016,2.0,0,2,3,11,3310,290,23,2014,6.0
3907,220000.0,2,1.0,840,9000,1.0,0,0,5,6,840,0,64,2015,10.0
3908,490000.0,3,2.0,2370,12196,2.0,0,0,4,7,2370,0,44,2014,6.0
3909,420000.0,4,2.25,2270,9100,2.0,0,0,3,7,2270,0,37,2015,6.0
3910,408500.0,4,2.5,2720,7043,2.0,0,0,3,9,2720,0,11,2014,23.0
3911,716000.0,3,1.5,1140,4800,1.5,0,0,3,7,1140,0,100,2015,10.0
3912,965000.0,4,2.5,2460,5000,2.0,0,0,5,8,1620,840,76,2014,10.0
3913,357823.0,3,1.5,1240,9196,1.0,0,0,3,8,1240,0,47,2015,7.0
3914,7060000.0,5,4.5,10040,37325,2.0,1,2,3,11,7680,2360,74,13,3.0
3915,425000.0,3,2.25,1670,9500,1.0,0,0,3,7,1170,500,37,2014,10.0
3916,711777.0,4,1.75,2220,6731,1.0,0,0,4,7,1110,1110,62,2015,10.0
3917,335000.0,3,1.0,980,9903,1.0,0,0,4,7,980,0,48,2014,14.0
3918,825000.0,4,1.5,1890,6938,1.5,0,0,3,8,1890,0,95,2014,10.0
3919,210000.0,2,1.0,1100,6000,1.5,0,0,4,6,1100,0,115,2015,10.0
3920,575000.0,2,1.75,2770,19700,2.0,0,0,3,8,1780,990,31,2014,10.0
3921,1210000.0,4,2.75,4250,10925,2.0,0,0,3,10,4250,0,12,2015,19.0
3922,431500.0,2,2.0,1370,4866,1.0,0,0,3,8,1370,0,9,2014,5.0
3923,475000.0,3,1.5,1480,13457,1.0,0,0,3,7,1480,0,55,2014,3.0
3924,1500000.0,4,3.75,3770,4000,2.5,0,0,5,9,2890,880,98,2014,10.0
3925,540000.0,6,3.0,2870,206474,2.0,0,0,3,7,2330,540,54,29,22.0
3926,775000.0,3,2.5,3820,35016,2.0,0,0,4,9,3820,0,27,2014,5.0
3927,635000.0,3,2.5,1530,2978,1.0,0,0,3,7,1210,320,17,2014,10.0
3928,1300000.0,3,2.75,4120,16365,1.0,0,2,3,12,4120,0,16,2015,19.0
3929,405000.0,3,2.25,1590,7267,1.0,0,0,4,7,1100,490,38,2014,10.0
3930,210000.0,3,1.0,1520,8600,1.0,0,0,3,6,1040,480,63,2014,10.0
3931,880000.0,4,2.5,2350,4675,2.0,0,0,3,9,2150,200,92,2015,10.0
3932,239000.0,4,2.0,1370,8837,1.5,0,0,3,7,1370,0,59,2014,10.0
3933,515000.0,3,2.5,1540,6100,1.0,0,0,3,6,770,770,70,0,10.0
3934,1380000.0,3,3.25,3786,38038,1.0,1,4,3,9,1934,1852,36,8,13.0
3935,215000.0,4,2.25,1500,5393,2.0,0,0,3,7,1500,0,15,2014,23.0
3936,315000.0,6,2.0,1750,17685,1.0,0,0,4,5,1750,0,72,2015,19.0
3937,442500.0,3,1.5,1800,8303,1.0,0,0,3,7,1200,600,57,2014,10.0
3938,311000.0,2,1.75,1180,55321,1.0,0,0,3,8,1180,0,73,10,22.0
3939,425000.0,2,1.0,830,6030,1.0,0,0,4,6,830,0,89,2014,10.0
3940,433500.0,3,1.75,1540,9450,1.0,0,0,4,6,1040,500,95,2014,10.0
3941,450000.0,3,2.25,1610,8296,2.0,0,0,3,8,1610,0,36,2014,10.0
3942,675000.0,3,2.25,1990,10260,2.0,0,0,4,8,1990,0,27,2014,5.0
3943,535000.0,3,2.5,2070,4132,2.0,0,0,3,8,2070,0,15,2014,4.0
3944,577000.0,3,1.75,1760,12874,1.0,0,0,4,7,1230,530,47,2014,3.0
3945,480000.0,3,1.75,1740,8528,1.0,0,0,4,7,1290,450,75,2014,10.0
3946,400000.0,3,1.5,1950,4473,1.0,0,0,4,6,1530,420,101,2015,6.0
3947,304000.0,3,1.0,1280,8184,1.5,0,0,4,6,1280,0,67,2014,10.0
3948,355000.0,3,1.75,1460,7203,1.0,0,0,3,7,1460,0,25,2015,19.0
3949,998000.0,4,3.25,3770,982998,2.0,0,0,3,10,3770,0,22,2014,19.0
3950,550000.0,4,1.75,2410,8447,2.0,0,3,4,8,2060,350,78,34,4.0
3951,550000.0,4,1.75,2410,8447,2.0,0,3,4,8,2060,350,78,34,4.0
3952,210000.0,3,1.75,1400,7300,2.0,0,0,3,6,1400,0,66,2014,10.0
3953,317000.0,3,2.5,2100,7587,2.0,0,0,3,9,2100,0,25,2015,24.0
3954,700000.0,4,3.5,5360,25800,1.0,0,0,3,9,3270,2090,44,2015,4.0
3955,265000.0,3,1.0,1000,9150,1.0,0,0,3,7,1000,0,45,2014,19.0
3956,700000.0,4,3.5,3150,6175,2.0,0,0,3,9,3150,0,13,2014,4.0
3957,1020000.0,5,3.5,4180,17841,2.0,0,2,3,10,3160,1020,24,2014,4.0
3958,1150000.0,4,2.25,2840,20242,1.0,0,0,3,8,2240,600,42,2014,3.0
3959,460000.0,4,2.5,2110,35091,1.0,0,0,4,8,1290,820,29,2014,8.0
3960,410000.0,2,1.5,1660,4000,1.0,0,0,3,7,1000,660,64,2014,10.0
3961,665000.0,4,3.0,2160,4400,1.0,0,0,5,7,1320,840,93,2014,10.0
3962,600000.0,4,2.5,2420,7744,2.0,0,0,3,9,2420,0,21,2015,19.0
3963,502000.0,4,1.75,1920,3844,1.0,0,0,3,7,1170,750,48,2015,10.0
3964,364950.0,4,2.5,2310,8030,2.0,0,0,3,7,2310,0,36,2014,17.0
3965,680000.0,3,2.25,2330,4000,1.5,0,2,5,7,1520,810,87,2014,10.0
3966,235500.0,5,2.5,2340,13713,1.0,0,0,2,8,1670,670,47,2014,24.0
3967,576000.0,4,2.5,2590,5756,2.0,0,0,3,8,2590,0,13,2014,11.0
3968,405000.0,2,3.0,1410,1240,2.0,0,0,3,8,1140,270,8,2014,10.0
3969,335000.0,3,2.75,2850,8039,1.0,0,0,4,8,1540,1310,25,2014,22.0
3970,122000.0,2,1.0,730,6728,1.0,0,0,3,6,730,0,62,2015,10.0
3971,432000.0,3,1.75,1470,6250,1.0,0,3,4,7,1070,400,75,2014,10.0
3972,375000.0,4,2.25,2330,11400,1.0,0,0,4,8,2330,0,40,2014,19.0
3973,276000.0,4,2.25,2460,11250,1.0,0,0,4,8,2460,0,55,2014,23.0
3974,450000.0,3,2.25,2080,111513,1.5,0,0,3,8,1680,400,37,2014,7.0
3975,210000.0,2,1.0,990,8140,1.0,0,0,1,6,990,0,105,2015,10.0
3976,279000.0,3,2.5,1450,4106,2.0,0,0,3,7,1450,0,3,2014,20.0
3977,635000.0,3,1.75,1340,3900,2.0,0,0,5,7,1340,0,115,2015,10.0
3978,350000.0,3,2.5,2730,7372,2.0,0,0,3,9,2730,0,17,2015,24.0
3979,218000.0,3,1.0,1140,7560,1.0,0,0,4,6,1140,0,56,2014,19.0
3980,750000.0,4,1.5,1950,6300,1.5,0,1,3,7,1650,300,71,2015,10.0
3981,310597.0,4,1.75,2000,25700,1.0,0,0,4,7,1150,850,57,2015,24.0
3982,355000.0,3,1.0,900,37800,1.0,0,0,4,5,700,200,92,2015,6.0
3983,735000.0,5,2.75,3390,5211,2.0,0,0,3,9,3390,0,10,2014,4.0
3984,155000.0,1,1.0,720,6000,1.0,0,0,3,6,720,0,74,2014,10.0
3985,354000.0,3,1.0,940,10368,1.0,0,0,3,7,940,0,49,2014,5.0
3986,415000.0,3,1.75,1770,10513,1.0,0,0,4,7,1400,370,33,2015,14.0
3987,202000.0,1,1.0,590,833,1.0,0,0,4,7,590,0,88,2014,10.0
3988,580000.0,3,2.5,1980,1873,2.0,0,0,3,7,1470,510,19,2015,10.0
3989,1500000.0,4,3.25,3070,10375,2.0,0,0,3,10,2180,890,52,9,3.0
3990,790000.0,4,2.5,3500,7519,2.0,0,0,3,9,3500,0,10,2014,5.0
3991,499900.0,3,2.5,2100,5112,2.0,0,0,3,8,2100,0,16,2015,11.0
3992,525000.0,4,2.25,2620,98881,1.0,0,0,3,7,1820,800,63,2015,13.0
3993,810000.0,4,2.5,2810,10613,2.0,0,0,3,9,2810,0,25,2014,3.0
3994,425000.0,4,1.5,2290,8773,1.0,0,0,4,7,1330,960,68,2015,10.0
3995,241250.0,3,1.75,1350,7588,1.0,0,0,3,7,1350,0,21,2014,18.0
3996,318700.0,4,2.5,2770,19116,1.0,0,0,4,8,1600,1170,53,2014,24.0
3997,720000.0,4,1.75,2530,5000,1.5,0,2,5,8,2070,460,97,2014,10.0
3998,291000.0,3,1.0,1280,10500,1.5,0,0,4,5,1280,0,73,2014,9.0
3999,420000.0,3,1.75,1060,38644,1.0,0,0,3,7,1060,0,31,2014,7.0
4000,210000.0,2,1.75,1000,3554,1.0,0,0,4,8,1000,0,39,2014,10.0
4001,645000.0,3,3.25,3870,11000,2.0,0,2,3,9,2970,900,24,2015,10.0
4002,762000.0,5,2.0,3370,5000,1.5,0,0,4,7,2140,1230,107,2014,10.0
4003,247500.0,4,1.75,2290,7765,1.0,0,0,3,6,2290,0,78,61,10.0
4004,282500.0,3,2.25,1670,7150,2.0,0,0,4,7,1670,0,24,2014,22.0
4005,395000.0,3,1.75,1460,22651,1.0,0,0,4,7,1460,0,53,2014,8.0
4006,295000.0,3,1.75,1770,8235,1.0,0,0,3,7,1030,740,54,2014,10.0
